URL,Title,Location,Price,District,Area,Bedrooms,Bathrooms
https://aqarmap.com.eg/en/listing/6831247-for-rent-cairo-new-cairo-compounds-cairo-festival-city-cairo-festival-city-mall-cfc-mall/,For rent - Apartment 150 M² Extra super lux in Cairo Festival City Mall - CFC in Cairo Festival City Mall - CFC . Aqarmap,"New Cairo - 5th Settlement
/
Cairo Festival City Mall - CFC","75,000 EGP/month",Cairo Festival City Mall - CFC,150 m²,2 rooms,3 bathroom
https://aqarmap.com.eg/en/listing/6832054-for-rent-cairo-el-sheikh-zayed-city-compounds-el-karma-residence/,Apartment in El Karma Residence - Badr El Din 170 M² Extra super lux For rent in El Karma Residence - Badr El Din . Aqarmap,"El Sheikh Zayed
/
El Karma Residence - Badr El Din","38,000 EGP/month",El Karma Residence - Badr El Din,170 m²,3 rooms,3 bathroom
https://aqarmap.com.eg/en/listing/6730596-for-rent-cairo-new-cairo-compounds-fifth-square/,Apartment for rent in fifth square View landscape in Fifth Square Compound - AlMarasem . Aqarmap,"New Cairo - 5th Settlement
/
Fifth Square Compound - AlMarasem","45,000 EGP/month",Fifth Square Compound - AlMarasem,205 m²,3 rooms,3 bathroom
https://aqarmap.com.eg/en/listing/6803253-for-rent-cairo-new-cairo-compounds-eastown-eastown-parks/,Apartment for Rent in SODIC Eastown in Eastown Parks - Eastown Compound . Aqarmap,"New Cairo - 5th Settlement
/
Eastown Parks - Eastown Compound","70,000 EGP/month",Eastown Parks - Eastown Compound,191 m²,3 rooms,4 bathroom
https://aqarmap.com.eg/en/listing/6832396-for-rent-cairo-new-cairo-madinaty-tenth-zone-buildings-madinaty-b-10/,For rent - Apartment 200 M² Super lux in Madinaty - B 10 . Aqarmap,"New Cairo - 5th Settlement
/
Madinaty - B 10","35,000 EGP/month",Madinaty - B 10,200 m²,4 rooms,3 bathroom
https://aqarmap.com.eg/en/listing/6668717-for-rent-cairo-el-sheikh-zayed-city-compounds-kmbwnd-fyldj-wyst-dr-llttwyr/,شقق للإيجار في كمبوند فيلدج ويست - درة in Village West Compound - Dorra . Aqarmap,"El Sheikh Zayed
/
Village West Compound - Dorra","33,000 EGP/month",Village West Compound - Dorra,163 m²,3 rooms,3 bathroom
https://aqarmap.com.eg/en/listing/6590519-for-rent-cairo-al-zamalek-mohamed-mazhar-street/,"Apartment for rent, 220 sq m, off Mohamed Mazhar Street – Zamalek in Mohamed Mazhar St. . Aqarmap","El Zamalek
/
Mohamed Mazhar St.","45,000 EGP/month",Mohamed Mazhar St.,220 m²,4 rooms,2 bathroom
https://aqarmap.com.eg/en/listing/6764951-for-rent-cairo-new-cairo-lrhb-city-mtdd-lrhb-phase-7/,(AS) Apartment For rent in Phase 7 in Phase 7 . Aqarmap,"New Cairo - 5th Settlement
/
Phase 7","16,000 EGP/month",Phase 7,99 m²,2 rooms,1 bathroom
https://aqarmap.com.eg/en/listing/6831276-for-rent-cairo-new-cairo-compounds-cairo-festival-city-cairo-festival-city-mall-cfc-mall/,For rent - Apartment 132 M² Extra super lux in Cairo Festival City Mall - CFC in Cairo Festival City Mall - CFC . Aqarmap,"New Cairo - 5th Settlement
/
Cairo Festival City Mall - CFC","75,000 EGP/month",Cairo Festival City Mall - CFC,132 m²,2 rooms,2 bathroom
https://aqarmap.com.eg/en/listing/6723068-for-rent-cairo-new-cairo-compounds-villette-vy-ryzydns-villette/,Semi-Furnished Duplex for Rent in Villette – V Residence in V Residence - Villette . Aqarmap,"New Cairo - 5th Settlement
/
V Residence - Villette","90,000 EGP/month",V Residence - Villette,265 m²,4 rooms,4 bathroom
https://aqarmap.com.eg/en/listing/6801080-for-rent-cairo-new-cairo-compounds-eastown-eastown-parks/,Fully Furnished Duplex for Rent in Eastown in Eastown Parks - Eastown Compound . Aqarmap,"New Cairo - 5th Settlement
/
Eastown Parks - Eastown Compound","130,000 EGP/month",Eastown Parks - Eastown Compound,250 m²,3 rooms,3 bathroom
https://aqarmap.com.eg/en/listing/6824795-for-rent-cairo-new-cairo-compounds-eastown-district-sodic/,Apartment 195 M² For rent in Eastown District Mall - Sodic in Eastown District Mall - Sodic . Aqarmap,"New Cairo - 5th Settlement
/
Eastown District Mall - Sodic","65,000 EGP/month",Eastown District Mall - Sodic,195 m²,3 rooms,3 bathroom
https://aqarmap.com.eg/en/listing/6803524-for-rent-cairo-new-cairo-compounds-eastown-district-sodic/,Fully Furnished Duplex for Rent in SODIC Eastown in Eastown District Mall - Sodic . Aqarmap,"New Cairo - 5th Settlement
/
Eastown District Mall - Sodic","120,000 EGP/month",Eastown District Mall - Sodic,260 m²,3 rooms,3 bathroom
https://aqarmap.com.eg/en/listing/6825334-for-rent-cairo-new-cairo-compounds-eastown-district-sodic/,شقة مميزة للإيجار في سوديك إيست تاون دور أول in Eastown District Mall - Sodic . Aqarmap,"New Cairo - 5th Settlement
/
Eastown District Mall - Sodic","85,000 EGP/month",Eastown District Mall - Sodic,280 m²,3 rooms,3 bathroom
https://aqarmap.com.eg/en/listing/6801536-for-rent-cairo-new-cairo-compounds-eastown-district-sodic/,Fully Furnished Studio for Rent in SODIC Eastown in Eastown District Mall - Sodic . Aqarmap,"New Cairo - 5th Settlement
/
Eastown District Mall - Sodic","35,000 EGP/month",Eastown District Mall - Sodic,35 m²,1 rooms,1 bathroom
https://aqarmap.com.eg/en/listing/6821004-for-rent-cairo-new-cairo-compounds-sarai-cavana-springs-carai/,Apartment for Rent in Sarai Compound in Cavana Springs - Sarai Compound . Aqarmap,"New Cairo - 5th Settlement
/
Cavana Springs - Sarai Compound","20,000 EGP/month",Cavana Springs - Sarai Compound,122 m²,3 rooms,3 bathroom
https://aqarmap.com.eg/en/listing/6819477-for-rent-cairo-new-cairo-compounds-tag-city-taj-sultan/,Garden Apartment for Rent in Taj Misr in Taj Sultan - Taj City Compound . Aqarmap,"New Cairo - 5th Settlement
/
Taj Sultan - Taj City Compound","40,000 EGP/month",Taj Sultan - Taj City Compound,128 m²,2 rooms,2 bathroom
https://aqarmap.com.eg/en/listing/6750912-for-rent-cairo-new-cairo-compounds-eastown-eastown-parks/,دوبلكس بجاردن للايجار في سوديك ايستاون، بالفرش والتكيفات in Eastown Parks - Eastown Compound . Aqarmap,"New Cairo - 5th Settlement
/
Eastown Parks - Eastown Compound","100,000 EGP/month",Eastown Parks - Eastown Compound,260 m²,3 rooms,3 bathroom
https://aqarmap.com.eg/en/listing/6525708-for-rent-cairo-new-cairo-compounds-stwn-ryzydns-by-ar-y-llttwyr/,"Modern 3-Bedroom Apartment in Stone Residence, Fifth Settlement in Stone Residence - PRE . Aqarmap","New Cairo - 5th Settlement
/
Stone Residence - PRE","40,000 EGP/month",Stone Residence - PRE,175 m²,3 rooms,3 bathroom
https://aqarmap.com.eg/en/listing/6820983-for-rent-cairo-new-cairo-compounds-sarai-cavana-springs-carai/,Apartment for Rent in Sarai Prime Location in Cavana Springs - Sarai Compound . Aqarmap,"New Cairo - 5th Settlement
/
Cavana Springs - Sarai Compound","17,000 EGP/month",Cavana Springs - Sarai Compound,169 m²,3 rooms,3 bathroom
https://aqarmap.com.eg/en/listing/6883874-for-rent-cairo-new-cairo-ganob-el-akadamiya-south-academy-g-doctor-abd-el-wahab-moro-st/,سكني 400 M² For rent in Doctor Abd El Wahab Moro St. in Doctor Abd El Wahab Moro St. . Aqarmap,"New Cairo - 5th Settlement
/
Doctor Abd El Wahab Moro St.","16,500 EGP/month",Doctor Abd El Wahab Moro St.,400 m²,3 rooms,2 bathroom
https://aqarmap.com.eg/en/listing/6884103-for-rent-cairo-el-shorouk-compounds-spring-valley/,Best Apartment with kitchen 225m for rent in spring valley shrouk in Spring Valley - Ramo . Aqarmap,"El Shorouk City
/
Spring Valley - Ramo","25,000 EGP/month",Spring Valley - Ramo,225 m²,3 rooms,3 bathroom
https://aqarmap.com.eg/en/listing/6883703-for-rent-cairo-new-cairo-compounds-kmbwnd-lk-ls-wdy-lmryky/,Apartments For rent in Alca Compound - Saudi American in Alca Compound - Saudi American . Aqarmap,"New Cairo - 5th Settlement
/
Alca Compound - Saudi American","25,000 EGP/month",Alca Compound - Saudi American,180 m²,3 rooms,3 bathroom
https://aqarmap.com.eg/en/listing/6884054-for-rent-cairo-nasr-city-abbas-el-akkad/,For rent - Apartment 200 M² Super lux in Abbas El Akkad St. in Abbas El Akkad St. . Aqarmap,"Nasr City
/
Abbas El Akkad St.","30,000 EGP/month",Abbas El Akkad St.,200 m²,4 rooms,2 bathroom
https://aqarmap.com.eg/en/listing/6879567-for-rent-cairo-new-cairo-lrhb-city-phase-1-ahmed-rami-st/,شقة للايجار خطوات من السوق القديم (AS) in Ahmed Rami St. . Aqarmap,"New Cairo - 5th Settlement
/
Ahmed Rami St.","45,000 EGP/month",Ahmed Rami St.,90 m²,2 rooms,2 bathroom
https://aqarmap.com.eg/en/listing/6817273-for-rent-cairo-badr-city-hai-el-safwa-second-neighborhood-first-neighborhood-central-st/,"Spacious 3-Bedroom Apartment in El Safwa, Badr City – Extra Super Lux Finish in Central St. . Aqarmap","Badr City
/
Central St.","14,000 EGP/month",Central St.,130 m²,3 rooms,1 bathroom
https://aqarmap.com.eg/en/listing/6882371-for-rent-cairo-new-cairo-compounds-mwn-ryzydns-lmrsm-llttwyr/,شقه للايجار بالمطبخ والتكييفات في المراسم in Moon Residence - Al Marasem . Aqarmap,"New Cairo - 5th Settlement
/
Moon Residence - Al Marasem","60,000 EGP/month",Moon Residence - Al Marasem,250 m²,3 rooms,3 bathroom
https://aqarmap.com.eg/en/listing/6883898-for-rent-qalyubia-el-khsos-izbat-el-nakhl-el-farid-st/,Apartment in El Farid St. 130 M² Super lux For rent in El Farid St. . Aqarmap,"El Khsos
/
El Farid St.","4,500 EGP/month",El Farid St.,130 m²,2 rooms,1 bathroom
https://aqarmap.com.eg/en/listing/6884208-for-rent-cairo-el-sheikh-zayed-city-el-hay-el-hady-ashaer-area-1-street-10/,Apartment For rent in Street 10 in Street 10 . Aqarmap,"El Sheikh Zayed
/
Street 10","15,000 EGP/month",Street 10,200 m²,3 rooms,2 bathroom
https://aqarmap.com.eg/en/listing/6883510-for-rent-cairo-new-cairo-el-banafsg-el-banafsag-10-omar-khorshid-st/,ستوديو فندقي 100 M² Extra super lux in Omar Khorshid St. in Omar Khorshid St. . Aqarmap,"New Cairo - 5th Settlement
/
Omar Khorshid St.","25,000 EGP/month",Omar Khorshid St.,100 m²,1 rooms,1 bathroom
https://aqarmap.com.eg/en/listing/6880230-for-rent-dakahlia-mansoura-el-mansoura-city-gehan-al-sadat-st/,Apartment 80 M² Lux in Gehan Al Sadat St. in Gehan Al Sadat St. . Aqarmap,"Mansoura
/
Gehan Al Sadat St.","4,000 EGP/month",Gehan Al Sadat St.,80 m²,1 rooms,1 bathroom
https://aqarmap.com.eg/en/listing/6882755-for-rent-cairo-new-cairo-compounds-kmbwnd-dh-fyldj-blm-hylz/,Apartment For rent in The Village Compound - Palm Hills in The Village Compound - Palm Hills . Aqarmap,"New Cairo - 5th Settlement
/
The Village Compound - Palm Hills","25,500 EGP/month",The Village Compound - Palm Hills,145 m²,3 rooms,2 bathroom
https://aqarmap.com.eg/en/listing/6883700-for-rent-cairo-new-cairo-compounds-mwrd-fq-llttwyr/,Apartments For rent in Amorada Compound - Afaq in Amorada Compound - Afaq . Aqarmap,"New Cairo - 5th Settlement
/
Amorada Compound - Afaq","30,000 EGP/month",Amorada Compound - Afaq,178 m²,3 rooms,3 bathroom
https://aqarmap.com.eg/en/listing/6882752-for-rent-cairo-nasr-city-tareq-el-nasr/,Apartment 110 M² Super lux in El Nasr Road in El Nasr Road . Aqarmap,"Nasr City
/
El Nasr Road","18,000 EGP/month",El Nasr Road,110 m²,2 rooms,1 bathroom
https://aqarmap.com.eg/en/listing/6881982-for-rent-cairo-new-cairo-compounds-kmbwnd-fyldj-jyt-blm-hylz/,بنتهاوس نص مفروش للايجار ب فيلدج جيت in Village Gate Compound - Palm Hills . Aqarmap,"New Cairo - 5th Settlement
/
Village Gate Compound - Palm Hills","75,000 EGP/month",Village Gate Compound - Palm Hills,210 m²,3 rooms,3 bathroom
https://aqarmap.com.eg/en/listing/6884158-for-rent-cairo-6th-of-october-el-ahyaa-neighborhood-10th/,Apartment For rent in Neighborhood 10th in Neighborhood 10th . Aqarmap,"6th of October
/
Neighborhood 10th","4,000 EGP/month",Neighborhood 10th,80 m²,2 rooms,1 bathroom
https://aqarmap.com.eg/en/listing/6883646-for-rent-cairo-new-cairo-tamr-hena-tamr-hena-1/,Apartments For rent in Tamr Hena 1 in Tamr Hena 1 . Aqarmap,"New Cairo - 5th Settlement
/
Tamr Hena 1","18,000 EGP/month",Tamr Hena 1,260 m²,3 rooms,3 bathroom
https://aqarmap.com.eg/en/listing/6881880-for-rent-cairo-new-cairo-compounds-hyde-park-centre-ville-hyde-park/,شقه للايجار بالمطبخ والتكييفات ب هايد بارك in Centre Ville - Hyde Park Compound . Aqarmap,"New Cairo - 5th Settlement
/
Centre Ville - Hyde Park Compound","55,000 EGP/month",Centre Ville - Hyde Park Compound,216 m²,3 rooms,3 bathroom
https://aqarmap.com.eg/en/listing/6884026-for-rent-cairo-6th-of-october-el-ahyaa-neighborhood-1st-al-maahad/,Apartment Extra super lux For rent in El Maahad St. in El Maahad St. . Aqarmap,"6th of October
/
El Maahad St.","11,000 EGP/month",El Maahad St.,135 m²,2 rooms,2 bathroom
https://aqarmap.com.eg/en/listing/6883702-for-rent-cairo-new-cairo-tamr-hena-tamr-hena-2/,Apartments For rent in Tamr Hena 2 in Tamr Hena 2 . Aqarmap,"New Cairo - 5th Settlement
/
Tamr Hena 2","20,000 EGP/month",Tamr Hena 2,260 m²,3 rooms,3 bathroom
https://aqarmap.com.eg/en/listing/6881982-for-rent-cairo-new-cairo-compounds-kmbwnd-fyldj-jyt-blm-hylz/,بنتهاوس نص مفروش للايجار ب فيلدج جيت in Village Gate Compound - Palm Hills . Aqarmap,"New Cairo - 5th Settlement
/
Village Gate Compound - Palm Hills","75,000 EGP/month",Village Gate Compound - Palm Hills,210 m²,3 rooms,3 bathroom
https://aqarmap.com.eg/en/listing/6883898-for-rent-qalyubia-el-khsos-izbat-el-nakhl-el-farid-st/,Apartment in El Farid St. 130 M² Super lux For rent in El Farid St. . Aqarmap,"El Khsos
/
El Farid St.","4,500 EGP/month",El Farid St.,130 m²,2 rooms,1 bathroom
https://aqarmap.com.eg/en/listing/6884191-for-rent-cairo-el-sheikh-zayed-city-compounds-the-courtyard-mall-dorra/,studio For rent in The Courtyard Mall - Dorra in The Courtyard Mall - Dorra . Aqarmap,"El Sheikh Zayed
/
The Courtyard Mall - Dorra","27,000 EGP/month",The Courtyard Mall - Dorra,30 m²,1 rooms,1 bathroom
https://aqarmap.com.eg/en/listing/6884372-for-rent-cairo-6th-of-october-el-ahyaa-neighborhood-11th/,Apartment For rent in Neighborhood 11th in Neighborhood 11th . Aqarmap,"6th of October
/
Neighborhood 11th","15,000 EGP/month",Neighborhood 11th,200 m²,3 rooms,2 bathroom
https://aqarmap.com.eg/en/listing/6884356-for-rent-cairo-new-cairo-compounds-mivida-boulevard-mivida/,Apartment 230 M² Extra super lux in Boulevard Residence Mivida in Boulevard Residence Mivida . Aqarmap,"New Cairo - 5th Settlement
/
Boulevard Residence Mivida","185,000 EGP/month",Boulevard Residence Mivida,230 m²,3 rooms,3 bathroom
https://aqarmap.com.eg/en/listing/6883510-for-rent-cairo-new-cairo-el-banafsg-el-banafsag-10-omar-khorshid-st/,ستوديو فندقي 100 M² Extra super lux in Omar Khorshid St. in Omar Khorshid St. . Aqarmap,"New Cairo - 5th Settlement
/
Omar Khorshid St.","25,000 EGP/month",Omar Khorshid St.,100 m²,1 rooms,1 bathroom
https://aqarmap.com.eg/en/listing/6880230-for-rent-dakahlia-mansoura-el-mansoura-city-gehan-al-sadat-st/,Apartment 80 M² Lux in Gehan Al Sadat St. in Gehan Al Sadat St. . Aqarmap,"Mansoura
/
Gehan Al Sadat St.","4,000 EGP/month",Gehan Al Sadat St.,80 m²,1 rooms,1 bathroom
https://aqarmap.com.eg/en/listing/6882752-for-rent-cairo-nasr-city-tareq-el-nasr/,Apartment 110 M² Super lux in El Nasr Road in El Nasr Road . Aqarmap,"Nasr City
/
El Nasr Road","18,000 EGP/month",El Nasr Road,110 m²,2 rooms,1 bathroom
https://aqarmap.com.eg/en/listing/6882755-for-rent-cairo-new-cairo-compounds-kmbwnd-dh-fyldj-blm-hylz/,Apartment For rent in The Village Compound - Palm Hills in The Village Compound - Palm Hills . Aqarmap,"New Cairo - 5th Settlement
/
The Village Compound - Palm Hills","25,500 EGP/month",The Village Compound - Palm Hills,145 m²,3 rooms,2 bathroom
https://aqarmap.com.eg/en/listing/6881784-for-rent-cairo-new-cairo-el-ahyaa-first-neighborhood-no-56/,For rent - Apartment 165 M² Super lux in Street No.56 . Aqarmap,"New Cairo - 5th Settlement
/
Street No.56","16,000 EGP/month",Street No.56,165 m²,3 rooms,3 bathroom
https://aqarmap.com.eg/en/listing/6882640-for-rent-cairo-faisal-el-lebeny/,Apartment For rent in El Lebeny in El Lebeny . Aqarmap,"Faisal
/
El Lebeny","9,000 EGP/month",El Lebeny,160 m²,3 rooms,2 bathroom
https://aqarmap.com.eg/en/listing/6882520-for-rent-cairo-el-mohandesen-lebnan-square/,شقة للايجار فى المهندسين _ بميدان لبنان تشطيب الترا سوبر لوكس ببرج حديث in Lebnan Square . Aqarmap,"El Mohandeseen
/
Lebnan Square","45,000 EGP/month",Lebnan Square,103 m²,2 rooms,2 bathroom
https://aqarmap.com.eg/en/listing/6882546-for-rent-cairo-new-cairo-compounds-eastown/,شقه 3 غرف للايجار باقل سعر ف الماركت بايستاون in Eastown Compound - Sodic . Aqarmap,"New Cairo - 5th Settlement
/
Eastown Compound - Sodic","50,000 EGP/month",Eastown Compound - Sodic,150 m²,3 rooms,2 bathroom
https://aqarmap.com.eg/en/listing/6882397-for-rent-cairo-new-cairo-compounds-eastown-eastown-parks/,furnished modern duplex garden first use rent Sodic Eastown New Cairo in Eastown Parks - Eastown Compound . Aqarmap,"New Cairo - 5th Settlement
/
Eastown Parks - Eastown Compound","135,000 EGP/month",Eastown Parks - Eastown Compound,250 m²,3 rooms,3 bathroom
https://aqarmap.com.eg/en/listing/6881880-for-rent-cairo-new-cairo-compounds-hyde-park-centre-ville-hyde-park/,شقه للايجار بالمطبخ والتكييفات ب هايد بارك in Centre Ville - Hyde Park Compound . Aqarmap,"New Cairo - 5th Settlement
/
Centre Ville - Hyde Park Compound","55,000 EGP/month",Centre Ville - Hyde Park Compound,216 m²,3 rooms,3 bathroom
https://aqarmap.com.eg/en/listing/6884208-for-rent-cairo-el-sheikh-zayed-city-el-hay-el-hady-ashaer-area-1-street-10/,Apartment For rent in Street 10 in Street 10 . Aqarmap,"El Sheikh Zayed
/
Street 10","15,000 EGP/month",Street 10,200 m²,3 rooms,2 bathroom
https://aqarmap.com.eg/en/listing/6882598-for-rent-cairo-new-cairo-llwts-ljdyd/,Apartment For rent in New Lotus in New Lotus . Aqarmap,"New Cairo - 5th Settlement
/
New Lotus","30,000 EGP/month",New Lotus,190 m²,4 rooms,3 bathroom
https://aqarmap.com.eg/en/listing/6881805-for-rent-cairo-new-cairo-el-banafsg-el-banafsag-3/,شقه صغيره للايجار بالروف تشطيب رائع بالقرب من جميع الخدمات والرحاب فيو على الحديقه in El Banafsag 3 . Aqarmap,"New Cairo - 5th Settlement
/
El Banafsag 3","14,000 EGP/month",El Banafsag 3,140 m²,2 rooms,2 bathroom
https://aqarmap.com.eg/en/listing/6882476-for-rent-cairo-new-cairo-compounds-kmbwnd-dh-fyldj-blm-hylz/,شقة 150م نص مفروش للايجار في كمبوند ذا فيلدج in The Village Compound - Palm Hills . Aqarmap,"New Cairo - 5th Settlement
/
The Village Compound - Palm Hills","32,000 EGP/month",The Village Compound - Palm Hills,150 m²,2 rooms,2 bathroom
https://aqarmap.com.eg/en/listing/6884026-for-rent-cairo-6th-of-october-el-ahyaa-neighborhood-1st-al-maahad/,Apartment Extra super lux For rent in El Maahad St. in El Maahad St. . Aqarmap,"6th of October
/
El Maahad St.","11,000 EGP/month",El Maahad St.,135 m²,2 rooms,2 bathroom
https://aqarmap.com.eg/en/listing/6882407-for-rent-cairo-new-cairo-compounds-villette-kmbwnd-sky-kwndwz-swdyk-villette/,Modern Finishing Apartment+ Khitchen Appliances for rent in villette in Sky Condos Compound - Villette . Aqarmap,"New Cairo - 5th Settlement
/
Sky Condos Compound - Villette","45,000 EGP/month",Sky Condos Compound - Villette,161 m²,2 rooms,3 bathroom
https://aqarmap.com.eg/en/listing/6882372-for-rent-cairo-dokki-dokki/,شقة للايجار 200م الدقي الترا سوبر لوكس موقع مميز in Other Neighborhoods In Dokki . Aqarmap,"Dokki
/
Other Neighborhoods In Dokki","65,000 EGP/month",Other Neighborhoods In Dokki,200 m²,3 rooms,2 bathroom
https://aqarmap.com.eg/en/listing/6879934-for-rent-cairo-new-cairo-compounds-park-view/,Penthouse 210 sq m for rent in Park View in Park View Compound - Hassan Allam . Aqarmap,"New Cairo - 5th Settlement
/
Park View Compound - Hassan Allam","65,000 EGP/month",Park View Compound - Hassan Allam,210 m²,3 rooms,3 bathroom
https://aqarmap.com.eg/en/listing/6880150-for-rent-cairo-ain-shams-el-naam-sayed-gad-st/,Apartment For rent in Sayed Gad St. in Sayed Gad St. . Aqarmap,"Ain Shams
/
Sayed Gad St.","6,200 EGP/month",Sayed Gad St.,130 m²,3 rooms,1 bathroom
https://aqarmap.com.eg/en/listing/6882320-for-rent-cairo-new-cairo-compounds-blm-hylz-nyw-kyrw/,Penthouse for rent in The Village Palm Hills Compound in Palm Hills New Cairo - PHNC . Aqarmap,"New Cairo - 5th Settlement
/
Palm Hills New Cairo - PHNC","75,000 EGP/month",Palm Hills New Cairo - PHNC,200 m²,3 rooms,3 bathroom
https://aqarmap.com.eg/en/listing/6882232-for-rent-cairo-downtown-el-tawfikeya/,ستوديو Super lux For rent in El Tawfiqeya in El Tawfiqeya . Aqarmap,"Downtown - West El Bald
/
El Tawfiqeya","12,000 EGP/month",El Tawfiqeya,40 m²,1 rooms,1 bathroom
https://aqarmap.com.eg/en/listing/6879631-for-rent-sharqia-zagazig-zagazig-city-al-mohafaza-st-zagazig/,Apartment 180 M² For rent in El Kawmia in El Mohafza St. . Aqarmap,"Zagazig
/
El Mohafza St.","11,000 EGP/month",El Mohafza St.,180 m²,3 rooms,2 bathroom
https://aqarmap.com.eg/en/listing/6881954-for-rent-cairo-new-cairo-compounds-hyde-park-centre-ville-hyde-park/,Apartment with kitchen 2rooms+nanny rent Compound Hyde Park New Cairo in Centre Ville - Hyde Park Compound . Aqarmap,"New Cairo - 5th Settlement
/
Centre Ville - Hyde Park Compound","42,000 EGP/month",Centre Ville - Hyde Park Compound,140 m²,2 rooms,2 bathroom
https://aqarmap.com.eg/en/listing/6882291-for-rent-cairo-new-cairo-compounds-mivida-blue-views-residences-mivida/,دور ارضي بجاردن كبيرة اول سكن بكمبوند ميفيدا اعمار in Blue Views Residences - Mivida Compound . Aqarmap,"New Cairo - 5th Settlement
/
Blue Views Residences - Mivida Compound","80,000 EGP/month",Blue Views Residences - Mivida Compound,250 m²,3 rooms,3 bathroom
https://aqarmap.com.eg/en/listing/6882249-for-rent-cairo-dokki-el-batal-ahmed-abd-el-aziz/,شقة للايجار 200م المهندسين سوبر لوكس موقع مميز in El Batal Ahmed Abdel Aziz St. . Aqarmap,"Dokki
/
El Batal Ahmed Abdel Aziz St.","85,000 EGP/month",El Batal Ahmed Abdel Aziz St.,200 m²,3 rooms,3 bathroom
https://aqarmap.com.eg/en/listing/6879990-for-rent-cairo-new-cairo-compounds-cairo-festival-city-dh-bwdywm-cairo-festival-city/,Semi-furnished apartment for rent in CFC in The Podium Mall - Cairo Festival City Compound . Aqarmap,"New Cairo - 5th Settlement
/
The Podium Mall - Cairo Festival City Compound","75,000 EGP/month",The Podium Mall - Cairo Festival City Compound,215 m²,3 rooms,3 bathroom
https://aqarmap.com.eg/en/listing/6882303-for-rent-cairo-new-cairo-compounds-villette-vy-ryzydns-villette/,للإيجار - شقة اكسترا سوبر لوكس فى ڤي ريزيدنس - فيليت in V Residence - Villette . Aqarmap,"New Cairo - 5th Settlement
/
V Residence - Villette","80,000 EGP/month",V Residence - Villette,170 m²,2 rooms,3 bathroom
https://aqarmap.com.eg/en/listing/6882163-for-rent-cairo-downtown-el-tahrir/,Apartment Super lux For rent in Tahrir in Tahrir . Aqarmap,"Downtown - West El Bald
/
Tahrir","15,000 EGP/month",Tahrir,86 m²,1 rooms,1 bathroom
https://aqarmap.com.eg/en/listing/6882257-for-rent-cairo-new-cairo-compounds-hyde-park-centre-ville-hyde-park/,Duplex 3BR +Nanny for rent in Hyde Park in Centre Ville - Hyde Park Compound . Aqarmap,"New Cairo - 5th Settlement
/
Centre Ville - Hyde Park Compound","75,000 EGP/month",Centre Ville - Hyde Park Compound,209 m²,3 rooms,3 bathroom
https://aqarmap.com.eg/en/listing/6882093-for-rent-cairo-dokki-mydn-lmsh-al-mesaha-st/,شقة للايجار200م الدقي سوبر لوكس موقع مميز ميدان المساحة in El Mesaha St. . Aqarmap,"Dokki
/
El Mesaha St.","75,000 EGP/month",El Mesaha St.,200 m²,3 rooms,2 bathroom
https://aqarmap.com.eg/en/listing/6882272-for-rent-cairo-new-cairo-compounds-kmbwnd-fyldj-jyt-blm-hylz/,ستوديو 88م بجاردن مفروش للايجار في فيلدج جيت in Village Gate Compound - Palm Hills . Aqarmap,"New Cairo - 5th Settlement
/
Village Gate Compound - Palm Hills","35,000 EGP/month",Village Gate Compound - Palm Hills,88 m²,2 rooms,1 bathroom
https://aqarmap.com.eg/en/listing/6882029-for-rent-cairo-new-cairo-compounds-cairo-festival-city-auraa-cairo-festival-city/,شقه مفروشه مودرن بجاردن للايجار في كايرو فيستفال in Aura - Cairo Festival City Compound . Aqarmap,"New Cairo - 5th Settlement
/
Aura - Cairo Festival City Compound","95,000 EGP/month",Aura - Cairo Festival City Compound,160 m²,2 rooms,3 bathroom
https://aqarmap.com.eg/en/listing/6882182-for-rent-cairo-new-cairo-compounds-kmbwnd-fyldj-jyt-blm-hylz/,بنتهاوس 207 م نص مفروش للايجار ب فيلدج جيت in Village Gate Compound - Palm Hills . Aqarmap,"New Cairo - 5th Settlement
/
Village Gate Compound - Palm Hills","45,000 EGP/month",Village Gate Compound - Palm Hills,207 m²,3 rooms,3 bathroom
https://aqarmap.com.eg/en/listing/6879713-for-rent-cairo-new-cairo-compounds-mwn-ryzydns-lmrsm-llttwyr/,شقه 135م بالتكييفات للايجار بالمراسم in Moon Residence - Al Marasem . Aqarmap,"New Cairo - 5th Settlement
/
Moon Residence - Al Marasem","30,000 EGP/month",Moon Residence - Al Marasem,135 m²,2 rooms,2 bathroom
https://aqarmap.com.eg/en/listing/6879621-for-rent-cairo-new-cairo-compounds-mwn-ryzydns-lmrsm-llttwyr/,شقه للايجار بالمطبخ والتكييفات ب المراسم in Moon Residence - Al Marasem . Aqarmap,"New Cairo - 5th Settlement
/
Moon Residence - Al Marasem","60,000 EGP/month",Moon Residence - Al Marasem,250 m²,3 rooms,3 bathroom
https://aqarmap.com.eg/en/listing/6881960-for-rent-cairo-new-cairo-compounds-mivida-mivida-parcel/,ستوديو مفروش للايجار فرش فندقي بميفيدا in Mivida Parcel . Aqarmap,"New Cairo - 5th Settlement
/
Mivida Parcel","75,000 EGP/month",Mivida Parcel,95 m²,1 rooms,1 bathroom
